 IBDRY ENLAY HSEA DEO TSCDF WFC PEP NVS GBPEUR USDEUR CHFEUR 
30-1-2015 27,73 4,485 26,685 118,64 3,4 52,335 94,445 97,955 1,38541 0,936665 0,941478 
29-1-2015 27,955 4,53 26,65 121,57 3,425 52,4 95,675 98,57 1,39031 0,946101 0,939579 
28-1-2015 27,705 4,46 26,67 118,545 3,42 52,755 96,715 98,05 1,39906 0,946101 0,940592 
27-1-2015 27,895 4,525 26,625 118,09 3,49 52,955 96,65 98,775 1,40352 0,95026 0,945107 
26-1-2015 27,595 4,525 26,63 118,44 3,45 53,245 98,31 97,035 1,40744 0,949891 0,944748 
23-1-2015 27,415 4,425 26,665 118,01 3,53 53,61 98,545 97,385 1,41243 0,943438 0,938704 
22-1-2015 27,165 4,45 26,57 116,585 3,55 53,15 98,02 96,485 1,4088 0,935724 0,936715 
21-1-2015 26,785 4,355 26,6 116,385 3,425 52,205 97,41 98,995 1,39624 0,925473 0,935129 
20-1-2015 26,35 4,3 26,71 115,46 3,39 52 97,58 101,635 1,38894 0,921678 0,935155 
16-1-2015 25,825 4,25 26,68 114,47 3,3 51,105 96,885 100,045 1,38427 0,915467 0,935286 
15-1-2015 25,62 4,15 26,585 113,19 3,3 51 96,85 99,125 1,37844 0,902417 0,934479 
14-1-2015 25,86 4,06 26,59 111,655 3,31 51,075 96,13 96,645 1,37567 0,896598 0,933046 
13-1-2015 25,95 4,105 26,61 112,82 3,27 51,89 96,655 96,395 1,37473 0,893857 0,933142 
12-1-2015 26,055 4 26,58 111,56 3,19 52,2 96,765 95,645 1,37672 0,893444 0,935375 
9-1-2015 26 4,1 26,705 110,955 3,095 53,13 97,13 96,27 1,37508 0,889662 0,934198 
8-1-2015 26,175 4,24 26,73 111,29 3,095 53,275 97,295 94,835 1,36768 0,882818 0,929457 
7-1-2015 25,875 4,095 26,73 109,765 3,075 52,375 95,33 91,775 1,36401 0,881583 0,928376 
6-1-2015 26,115 4,145 26,635 109,25 2,79 52,66 93,78 91,855 1,36083 0,882085 0,929914 
5-1-2015 26,245 4,125 26,64 111,12 2,715 53,73 94,385 92,815 1,35523 0,880208 0,933103 
2-1-2015 26,89 4,385 26,6 112,76 2,8 54,69 94,695 92,53 1,35358 0,87834 0,93375 
31-12-2014 27,005 4,41 26,435 114,605 2,9 55,245 95,26 93,175 1,35352 0,877694 0,931314 
30-12-2014 27,27 4,45 26,4 114,9 2,93 55,575 96,35 93,295 1,35114 0,878509 0,937636 
29-12-2014 27,32 4,46 26,355 116,165 2,91 55,515 96,56 94 1,35049 0,878383 0,942293 
26-12-2014 27,59 4,575 26,73 117,01 2,9 55,4 97,27 94,06 1,35126 0,877527 0,942223 
24-12-2014 27,645 4,57 26,775 116,68 2,91 55,53 97,47 93,665 1,35054 0,879213 0,944352 
23-12-2014 27,62 4,565 26,77 115,565 2,9 55,35 97,18 93,84 1,34839 0,882561 0,950412 
22-12-2014 27,53 4,475 26,81 115,675 2,87 54,655 96,065 95,285 1,34787 0,883876 0,954275 
19-12-2014 27,54 4,465 26,785 114,325 2,88 54,935 95,705 94,5 1,34574 0,88331 0,95516 
18-12-2014 27,65 4,49 26,74 114,02 2,855 54,785 94,575 94 1,34608 0,883231 0,954611 
17-12-2014 27,44 4,42 26,615 112,165 2,835 53,395 93,265 92,08 1,34407 0,88158 0,952167 
16-12-2014 27,27 4,44 26,595 113,92 2,895 53,25 93,75 91,97 1,33359 0,876303 0,947336 
15-12-2014 27,05 4,365 26,61 113,875 2,74 53,785 94,79 92,46 1,32546 0,875365 0,94619 
12-12-2014 27,46 4,475 26,595 115,635 2,625 54,135 95,74 94,145 1,32617 0,880543 0,950637 
11-12-2014 27,8 4,595 26,59 117,855 2,605 54,775 96,505 94,61 1,33151 0,884298 0,95648 
10-12-2014 28,02 4,625 26,53 119,615 2,57 54,65 96,835 94,545 1,33608 0,885744 0,964334 
9-12-2014 28,255 4,645 26,55 120,545 2,615 54,475 96,98 94,425 1,33801 0,883785 0,970537 
8-12-2014 28,965 4,79 26,515 121,63 2,695 54,87 97,805 95,81 1,33829 0,882927 0,977616 
5-12-2014 29,075 4,78 26,475 122,495 2,755 55,1 97,565 95,67 1,3387 0,887614 0,990494 
4-12-2014 29,065 4,68 26,52 121,59 2,725 54,405 97,84 95,795 1,3387 0,891686 1,00806 
3-12-2014 28,89 4,73 26,64 122,37 2,935 54,355 98,94 95,44 1,32726 0,881773 1,01016 
2-12-2014 28,97 4,71 26,655 123,775 2,955 54,095 100,09 95,5 1,30876 0,865115 1,00086 
1-12-2014 28,895 4,735 26,65 123,42 2,925 54,145 99,32 96,565 1,30699 0,863745 0,991167 
28-11-2014 29,035 4,775 26,75 123,575 2,97 54,505 100,11 96,7 1,30632 0,863321 0,988116 
26-11-2014 28,98 4,715 26,745 120,245 2,94 54,195 99,325 95,405 1,30813 0,863577 0,998679 
25-11-2014 29,365 4,67 26,675 119,665 2,87 54,04 98,845 94,85 1,3058 0,860529 0,962975 
24-11-2014 29,1 4,59 26,775 120,7 2,895 54,145 98,87 94,84 1,29521 0,851859 0,86711 
21-11-2014 28,475 4,6 26,775 120,24 2,95 53,895 98,685 94,845 1,28717 0,848064 0,832663 
20-11-2014 27,915 4,475 26,895 118,525 2,965 53,32 98,245 95,34 1,28232 0,846019 0,832663 
19-11-2014 28,225 4,57 26,9 118,08 2,965 53,165 98,095 95,61 1,28035 0,844723 0,832663 
18-11-2014 28,145 4,63 26,835 119,05 3,055 53,265 98,18 95,385 1,27927 0,845473 0,832663 
17-11-2014 27,68 4,55 26,785 118,06 3,05 53,18 97,7 94,395 1,27693 0,845693 0,832637 
14-11-2014 27,405 4,56 26,655 117,84 3,015 53,46 97,955 93,79 1,27567 0,841551 0,832588 
13-11-2014 27,4 4,515 26,615 118,785 3,045 53,395 97,745 94,125 1,27702 0,838052 0,832327 
12-11-2014 27,555 4,57 26,525 117,985 3,01 53,44 96,805 92,805 1,27828 0,835936 0,83209 
11-11-2014 27,885 4,825 26,485 118,565 3,015 53,815 97,01 92,46 1,28097 0,830675 0,831788 
10-11-2014 27,71 4,78 26,46 117,645 3,05 53,805 96,575 92,265 1,28544 0,825348 0,831526 
7-11-2014 27,395 4,685 26,41 115,885 3,01 53,945 96,155 91,53 1,28089 0,823271 0,831526 
6-11-2014 27,85 4,865 26,355 116,63 3,01 53,8 96,855 92,265 1,27735 0,821953 0,831361 
5-11-2014 27,845 4,875 26,37 116,035 3,095 53,34 97,115 92,635 1,27686 0,820879 0,831261 
4-11-2014 27,82 4,81 26,355 115,745 3,065 53,2 96,415 91,77 1,27692 0,820657 0,831384 
3-11-2014 27,92 4,83 26,275 116,505 2,935 53,345 96,02 91,515 1,27548 0,820287 0,831551 
31-10-2014 28,33 5,01 26,27 117,615 2,9 52,975 96,16 92,585 1,27435 0,819987 0,831551 
30-10-2014 27,9 4,85 26,24 115,89 2,85 52,27 95,125 91,115 1,27461 0,818009 0,831182 
29-10-2014 28,215 4,945 26,245 116,685 2,75 51,975 94,785 91,52 1,27673 0,817047 0,830925 
28-10-2014 28,355 4,92 26,24 115,635 2,795 51,545 94,78 92,305 1,27414 0,815631 0,830995 
27-10-2014 27,785 4,78 26,25 114,555 2,78 51,185 94,775 90,215 1,26521 0,808618 0,831853 
24-10-2014 27,99 4,835 26,25 114,395 2,795 50,9 94,17 89,98 1,25892 0,801985 0,832663 
23-10-2014 27,84 4,77 26,2 113,8 2,81 50,735 94,41 89,22 1,25856 0,802116 0,832663 
22-10-2014 27,51 4,715 26,16 112,46 2,765 50,415 94,33 88,635 1,26082 0,803168 0,832637 
21-10-2014 27,55 4,695 26,125 113,44 2,73 50,075 93,065 88,085 1,26176 0,803219 0,832365 
20-10-2014 27,2 4,62 26,055 112,845 2,73 48,925 92,655 87,24 1,26397 0,805355 0,831837 
17-10-2014 26,995 4,655 26,055 112 2,725 48,72 91,275 86,645 1,26635 0,807961 0,831837 
16-10-2014 26,71 4,51 26,05 110,14 2,92 47,865 90,425 84,9 1,26848 0,811416 0,831825 
15-10-2014 27,27 4,59 26,035 109,53 2,98 47,48 91,66 85,62 1,26896 0,81267 0,831476 
14-10-2014 27,655 4,74 26,115 110 2,905 49,035 93,555 87,32 1,26933 0,81267 0,831476 
13-10-2014 27,57 4,77 26,09 110,745 2,8 50,565 94,64 88,035 1,27017 0,810347 0,831029 
10-10-2014 27,4 4,845 26,07 111,39 2,77 51,175 94,78 88,19 1,26589 0,807475 0,830864 
9-10-2014 27,685 4,88 26,105 113,38 2,79 51,62 94,89 89,72 1,26042 0,803406 0,830956 
8-10-2014 28,015 4,925 26,06 112,815 2,88 51,64 93,35 89,88 1,25735 0,802765 0,831384 
7-10-2014 27,845 4,915 26,07 112,165 2,915 51,45 93,22 90,145 1,25872 0,802168 0,831775 
6-10-2014 28,055 5,01 26,02 113,09 3,01 52,225 93,22 92,46 1,26186 0,80083 0,831788 
3-10-2014 27,815 5,02 25,99 111,97 3,035 51,89 93,09 92,275 1,26111 0,802159 0,831563 
2-10-2014 28,115 5,055 26,02 114,005 3 51,2 92,625 93,295 1,26211 0,804692 0,831538 
1-10-2014 28,5 5,19 25,995 114,015 2,955 51,58 92,82 93,78 1,26347 0,8065 0,83186 
30-9-2014 28,58 5,24 26,01 115,53 2,825 51,945 93,175 94,315 1,25901 0,803301 0,83234 
29-9-2014 28,285 5,185 26,005 114,22 2,77 51,65 92,95 93,595 1,24965 0,797615 0,832437 
26-9-2014 28,475 5,27 25,91 115,28 2,93 51,635 92,885 93,105 1,24977 0,798675 0,832461 
25-9-2014 28,395 5,165 26,375 116,505 2,925 51,79 92,955 93,285 1,25254 0,80007 0,832461 
24-9-2014 28,605 5,21 26,36 117,275 3,025 52,085 93,56 93,34 1,2521 0,799253 0,832437 
23-9-2014 28,69 5,185 26,315 116,685 3,07 52,565 93,21 93,585 1,256 0,800005 0,832265 
22-9-2014 28,83 5,3 26,34 118,67 3,12 53,16 93,535 94,015 1,26793 0,802641 0,831713 
19-9-2014 28,79 5,32 26,335 119,78 3,16 53,51 93,815 93,905 1,27455 0,803155 0,831439 
18-9-2014 28,83 5,37 26,2 121,03 3,205 53,005 93,1 94,475 1,27544 0,803636 0,831424 
17-9-2014 28,695 5,39 26,105 120,81 3,18 52,51 92,68 95,055 1,27446 0,802589 0,831182 
16-9-2014 28,575 5,335 26,045 121,955 3,375 52,13 92,02 94,15 1,27567 0,802513 0,830849 
15-9-2014 28,645 5,33 26 121,3 3,775 51,91 91,045 93,97 1,27709 0,800683 0,830561 
12-9-2014 28,72 5,385 25,94 119,63 3,725 51,775 91,19 93,625 1,2766 0,798921 0,830154 
11-9-2014 28,805 5,385 25,97 119,545 3,69 51,525 91,715 94,22 1,27821 0,799448 0,829525 
10-9-2014 28,765 5,38 25,98 120,19 3,68 51,34 91,725 93,82 1,27846 0,799796 0,82936 
9-9-2014 28,89 5,38 26,06 120,04 3,725 51,18 91,545 93,975 1,27371 0,796609 0,82936 
8-9-2014 29,385 5,39 26,055 119,325 3,74 51,535 91,82 93,335 1,26772 0,790156 0,829263 
5-9-2014 29,85 5,435 25,97 120,69 3,765 51,405 91,62 93,075 1,26715 0,785958 0,829263 
4-9-2014 29,595 5,455 26,085 121,44 3,765 51,66 92,46 93,435 1,26869 0,786895 0,829164 
3-9-2014 29,61 5,38 26,215 120,91 3,76 51,715 92,285 94,405 1,26931 0,788266 0,829164 
2-9-2014 29,255 5,21 26,35 119,915 3,745 51,475 92,76 93,295 1,26902 0,789837 0,829024 
29-8-2014 29,39 5,23 26,43 119,685 3,755 51,325 92,46 89,75 1,26747 0,789601 0,828862 
28-8-2014 29,39 5,25 26,34 119,585 3,79 51,14 92,255 89,535 1,26595 0,785889 0,828862 
27-8-2014 29,535 5,385 26,245 118,825 3,85 51,485 92,39 90,04 1,26375 0,782944 0,828729 
26-8-2014 29,5 5,365 26,235 118,775 3,81 51,58 93,035 89,69 1,26205 0,783399 0,828414 
25-8-2014 29,27 5,3 26,305 118,8 3,87 51,58 93,015 89,155 1,25755 0,782822 0,8283 
22-8-2014 29,135 5,15 26,34 118,395 3,84 51,36 92,095 89,085 1,25229 0,783824 0,828526 
21-8-2014 29,31 5,185 26,295 119,265 4,1 51,15 92,6 89,125 1,25676 0,787842 0,828167 
20-8-2014 29,01 5,135 26,255 118,65 4,14 50,79 91,98 88,645 1,26395 0,788451 0,827688 
19-8-2014 28,905 5,11 26,28 119,325 4,16 50,92 92,07 88,41 1,27078 0,789985 0,827347 
18-8-2014 29,125 5,185 26,225 119,1 4,14 50,565 92,26 87,425 1,27201 0,789431 0,826534 
15-8-2014 29,1 5,15 26,04 118,62 4,105 50,245 92,02 87,06 1,26996 0,787167 0,825234 
14-8-2014 29,01 5,2 26,14 117,66 4,085 50,275 91,77 87,185 1,27087 0,790305 0,824878 
13-8-2014 28,935 5,17 26,03 116,85 4,12 49,98 91,475 86,5 1,27321 0,793557 0,825111 
12-8-2014 28,76 5,085 26,025 116,915 4,15 50,01 91,455 85,995 1,275 0,797696 0,825565 
11-8-2014 28,775 5,07 26,02 116,29 4,165 50,015 91,28 85,88 1,27712 0,796059 0,826765 
8-8-2014 28,815 5,005 25,995 115,735 4,125 49,755 89,93 84,97 1,28105 0,791657 0,828419 
7-8-2014 28,825 5,055 25,975 117,495 4,085 50,005 90,195 85,415 1,28367 0,792026 0,828786 
6-8-2014 29,05 5,2 25,945 118,265 4,085 50,175 89,595 85,795 1,28181 0,789716 0,828786 
5-8-2014 29,4 5,39 25,965 119,145 4,08 50,595 89,285 86,82 1,28046 0,788338 0,828637 
4-8-2014 29,83 5,585 26,05 119 4,145 50,775 88,925 86,905 1,28058 0,786931 0,828428 
1-8-2014 29,515 5,575 26,065 119,48 4,165 50,67 88,195 86,725 1,27865 0,782514 0,828038 
31-7-2014 29,75 5,635 26,105 120,685 4,145 51,385 88,49 87,47 1,27563 0,778836 0,82818 
30-7-2014 30,255 5,66 26,1 121,23 4,155 51,995 89,635 88,315 1,27287 0,77794 0,82834 
29-7-2014 30,27 5,74 26,115 122,77 4,28 51,815 90,555 88,345 1,2712 0,778871 0,827935 
28-7-2014 30,02 5,665 26,12 122,095 4,245 51,44 91,22 87,83 1,26857 0,778239 0,827935 
25-7-2014 30,19 5,665 26,085 122,505 4,3 51,63 91,72 88,49 1,26378 0,774712 0,826932 
24-7-2014 30,245 5,705 26,025 124,025 4,375 51,54 91,85 89,155 1,25642 0,77234 0,826641 
23-7-2014 29,715 5,655 26,155 124,365 4,525 51,445 91,925 88,94 1,25383 0,772437 0,8267 
22-7-2014 29,435 5,69 26,175 124,16 4,585 51,265 89,325 89,17 1,25484 0,77206 0,826438 
21-7-2014 29,26 5,52 26,225 123,825 4,58 51 89,76 88,655 1,25505 0,772263 0,826571 
18-7-2014 29,195 5,565 26,225 124,09 4,6 51,075 89,985 88,68 1,25244 0,773723 0,827044 
17-7-2014 29,02 5,535 26,315 124,85 4,665 50,865 90,32 88,64 1,24814 0,774339 0,82809 
16-7-2014 29,27 5,67 26,295 126,165 4,71 51,355 90,47 90,21 1,24868 0,774524 0,829078 
15-7-2014 29,08 5,565 26,3 126,67 4,78 51,43 90,565 90,35 1,25376 0,772629 0,829078 
14-7-2014 29,195 5,67 26,345 127,65 4,935 51,49 90,73 90,27 1,25897 0,769207 0,829056 
11-7-2014 29,105 5,685 26,3 126,51 4,875 51,245 89,83 89,255 1,25498 0,763297 0,828657 
10-7-2014 28,905 5,615 26,27 127,03 4,895 51,745 89,685 89,475 1,25618 0,76142 0,828361 
9-7-2014 29,23 5,65 26,25 127,62 4,925 52,105 89,86 89,68 1,26227 0,7618 0,828459 
8-7-2014 29,285 5,62 26,245 128,36 4,845 52,275 89,78 89,91 1,26452 0,760178 0,828856 
7-7-2014 29,45 5,74 26,2 129,945 4,865 52,715 89,71 90,375 1,26134 0,760178 0,829024 
3-7-2014 29,615 5,845 26,205 130,5 4,745 52,955 89,835 91,205 1,25716 0,758315 0,828634 
2-7-2014 30,235 5,925 26,235 130 4,82 52,695 89,35 91,28 1,25681 0,758495 0,828051 
1-7-2014 30,24 5,815 26,165 130,325 4,79 52,785 89,055 91,385 1,25604 0,757882 0,827614 
30-6-2014 30,35 5,765 26,16 127,495 4,9 52,58 88,925 90,435 1,25414 0,75682 0,826903 
27-6-2014 30,41 5,65 26,045 125,745 4,97 52,525 88,64 90,225 1,25116 0,754712 0,826104 
26-6-2014 30,33 5,705 26,14 124,6 4,99 52,33 88,565 89,96 1,25036 0,753227 0,825837 
25-6-2014 30,1 5,74 26,435 125,42 4,995 52,41 88,31 90,17 1,24999 0,751082 0,825862 
24-6-2014 30,05 5,8 26,405 125,465 4,905 52,705 88,205 90,68 1,24965 0,748644 0,825948 
23-6-2014 29,965 5,775 26,405 125,205 4,865 52,79 88,5 90,33 1,24843 0,746911 0,826387 
20-6-2014 29,985 5,945 26,365 126,705 4,86 52,59 89,67 90,885 1,24662 0,746925 0,826013 
19-6-2014 30,235 5,98 26,41 126,65 4,84 52,065 89,51 90,775 1,2502 0,748073 0,824643 
18-6-2014 29,94 5,895 26,49 126,475 4,875 51,835 88,04 90,105 1,25459 0,748235 0,824128 
17-6-2014 29,61 5,88 26,405 128,1 4,88 51,365 87,52 89,78 1,25492 0,74774 0,823853 
16-6-2014 29,49 5,865 26,375 128,27 4,915 51,415 87,225 90,255 1,25225 0,746267 0,823853 
13-6-2014 29,585 5,825 26,375 129,035 4,955 51,91 87,09 89,29 1,25409 0,746408 0,82349 
12-6-2014 29,44 5,805 26,365 129,31 4,94 51,965 87,33 89,335 1,26026 0,747993 0,823119 
11-6-2014 29,29 5,855 26,4 127,99 4,965 52,28 88,12 89,725 1,26034 0,747634 0,822447 
10-6-2014 29,43 5,895 26,39 127,54 4,94 52,41 88,195 90,27 1,25715 0,74593 0,821879 
9-6-2014 29,415 5,83 26,4 127,03 4,925 52,225 88,075 89,11 1,25358 0,744873 0,822038 
6-6-2014 29,365 5,75 26,415 126,34 4,93 51,815 87,8 89,02 1,25577 0,745346 0,821981 
5-6-2014 29,01 5,73 26,36 128,165 4,975 51,37 87,57 88,495 1,26242 0,74664 0,821918 
4-6-2014 28,695 5,625 26,375 128,19 4,92 50,945 87,695 88,46 1,26373 0,745822 0,822418 
3-6-2014 28,78 5,595 26,415 128,62 4,97 50,955 87,775 88,83 1,26373 0,744648 0,822939 
2-6-2014 28,805 5,63 26,4 127,9 4,95 51,02 88,075 88,775 1,26392 0,744475 0,823036 
30-5-2014 28,705 5,645 26,425 128,81 4,945 50,57 87,945 89,73 1,26392 0,743912 0,823036 
29-5-2014 28,41 5,61 26,38 127,665 4,885 50,38 87,36 90,09 1,26462 0,742024 0,823138 
28-5-2014 28,36 5,675 26,285 125,665 4,895 50,51 86,75 90,065 1,26581 0,742024 0,823138 
27-5-2014 28,445 5,64 26,275 127,865 4,925 50,45 86,14 90,18 1,2638 0,740286 0,823138 
23-5-2014 28,375 5,445 26,3 127,89 4,98 50 85,705 90,15 1,26299 0,739337 0,823126 
22-5-2014 28,315 5,345 26,305 129,835 5,05 49,82 85,75 89,8 1,2643 0,739364 0,823143 
21-5-2014 28,335 5,46 26,42 128,815 5,09 49,485 85,84 89,35 1,26532 0,738889 0,823181 
20-5-2014 28,3 5,37 26,465 128,1 5,125 49,165 85,8 88,985 1,26243 0,737139 0,822941 
19-5-2014 28,23 5,405 26,53 129,545 5,065 49,18 85,825 89,345 1,25759 0,735039 0,823348 
16-5-2014 28,29 5,45 26,47 130,435 5,13 48,93 86,095 89,755 1,25683 0,734712 0,823637 
15-5-2014 28,08 5,445 26,51 128,005 5,09 48,955 86,295 89,595 1,25813 0,734541 0,82352 
14-5-2014 28,405 5,65 26,455 126,11 5,12 49,525 87,11 89,285 1,25813 0,734115 0,823015 
13-5-2014 28,355 5,71 26,375 125,96 5,105 49,8 87,125 88,505 1,25813 0,734612 0,822739 
12-5-2014 28,565 5,76 26,345 125,63 5,15 49,59 87,155 88,525 1,25957 0,735339 0,822694 
9-5-2014 28,42 5,74 26,27 124,985 5,18 49,115 86,835 88,43 1,26134 0,735663 0,822537 
8-5-2014 28,695 5,745 26,325 124,14 5,255 49,345 86,755 88,15 1,26052 0,734753 0,822828 
7-5-2014 28,38 5,565 26,335 124,04 5,235 49,15 86,215 88,08 1,25688 0,732766 0,823385 
6-5-2014 28,4 5,495 26,315 124,17 5,09 49,25 85,65 87,95 1,25388 0,731322 0,823411 
5-5-2014 28,14 5,535 26,255 123,22 4,985 49,37 85,61 87,385 1,25021 0,731171 0,823411 
2-5-2014 28,185 5,585 26,22 123,34 5,015 49,755 85,48 87,465 1,24841 0,732339 0,822744 
1-5-2014 28,13 5,63 26,17 123,71 4,98 49,645 85,54 86,9 1,24856 0,733264 0,822316 
30-4-2014 27,895 5,6 26,08 122,66 5,015 49,56 85,75 86,61 1,24783 0,734339 0,822038 
29-4-2014 27,565 5,64 26,01 122,815 4,99 49,32 86,35 86,165 1,24798 0,734654 0,82202 
28-4-2014 27,3 5,53 26,005 122,52 4,87 48,93 86,225 85,09 1,25069 0,735299 0,821823 
25-4-2014 27,245 5,53 25,985 121,72 4,915 49,225 85,45 84,565 1,25172 0,735489 0,821552 
24-4-2014 27,445 5,63 25,97 121,715 4,87 49,455 85,335 84,285 1,25085 0,735113 0,821376 
23-4-2014 27,44 5,63 25,975 122,41 4,835 49,435 85,38 86,52 1,25048 0,735777 0,821274 
22-4-2014 27,07 5,66 25,935 124,495 4,86 49,195 85,485 86,48 1,25094 0,737537 0,820863 
21-4-2014 26,825 5,615 25,95 124,195 4,96 49,145 85,48 85 1,25223 0,737834 0,820919 
17-4-2014 26,865 5,605 26,015 123,395 5,115 49,045 85,215 84,51 1,25321 0,738273 0,820919 
16-4-2014 26,82 5,575 26,095 127,95 5,125 48,93 84,675 84,26 1,24858 0,738478 0,820816 
15-4-2014 26,62 5,395 26,145 127,805 5,02 48,46 83,79 83,62 1,24104 0,738671 0,821164 
14-4-2014 26,605 5,465 26,12 128,43 5,02 48,06 83,48 83,575 1,23838 0,738184 0,820847 
11-4-2014 26,625 5,455 26,085 125,22 5,015 47,795 83,105 83,015 1,23576 0,735961 0,820322 
10-4-2014 26,76 5,545 26,075 126,66 4,93 48,465 84,21 84,2 1,23289 0,733739 0,819764 
9-4-2014 27,41 5,675 26,065 126,835 4,865 48,855 83,64 83,59 1,23102 0,733757 0,819764 
8-4-2014 27,775 5,595 26,06 125,595 4,9 48,72 83,575 83,285 1,23102 0,734728 0,819764 
7-4-2014 27,865 5,645 26,06 123,34 4,875 49,16 83,265 82,64 1,22979 0,734563 0,818804 
4-4-2014 27,85 5,59 26,07 123,395 4,96 50,025 82,88 82,89 1,23033 0,734563 0,81864 
3-4-2014 28,005 5,59 26,055 122,13 4,85 49,725 82,85 83,52 1,22988 0,734135 0,819094 
2-4-2014 27,965 5,52 26,115 122,4 4,82 49,695 82,695 84,38 1,22914 0,734067 0,819291 
1-4-2014 28,05 5,625 26,075 123,495 4,74 49,715 83 84,425 1,22972 0,734822 0,818762 
31-3-2014 28,055 5,615 25,915 124,6 4,78 49,685 83,485 84,885 1,23222 0,733893 0,818274 
28-3-2014 28,06 5,585 25,955 124,54 4,79 49,33 82,955 81,82 1,23432 0,733198 0,818662 
27-3-2014 27,58 5,55 25,9 123,81 4,84 49,22 82,855 81,365 1,23503 0,733535 0,818875 
26-3-2014 27,19 5,525 26,32 121,97 4,77 48,83 83,115 81,64 1,23503 0,732831 0,818875 
25-3-2014 27,065 5,465 26,3 122,22 4,79 49,09 82,2 81,66 1,2338 0,731165 0,818465 
24-3-2014 26,88 5,42 26,225 120,125 4,88 49,155 82,05 81,335 1,23056 0,730239 0,81825 
21-3-2014 27,12 5,51 26,165 119,025 4,875 49,505 82,035 82,015 1,22771 0,729611 0,818036 
20-3-2014 27,145 5,63 26,115 118,48 4,89 48,53 81,58 81,05 1,2274 0,729673 0,818036 
19-3-2014 27,2 5,61 26,1 118,9 4,945 47,945 81,59 81,505 1,22673 0,730143 0,818512 
18-3-2014 27,45 5,63 26,055 119,565 4,96 48,285 81,905 82,775 1,22484 0,72967 0,819446 
17-3-2014 27,255 5,545 26,03 119,545 4,885 47,875 81,715 82,085 1,22634 0,728852 0,819714 
14-3-2014 26,76 5,35 26,015 121,135 4,915 47,67 81,525 81,665 1,2266 0,727548 0,819327 
13-3-2014 26,635 5,43 25,99 121,005 4,865 48,02 82,17 82,375 1,22546 0,72674 0,819481 
12-3-2014 26,835 5,315 25,945 121,12 4,845 47,845 82,205 82,68 1,22273 0,724082 0,820253 
11-3-2014 26,96 5,25 25,93 123,475 4,815 48,04 82,385 83,07 1,21917 0,718883 0,820852 
10-3-2014 26,84 5,25 25,94 123,345 4,86 47,93 81,52 82,81 1,2183 0,718532 0,821172 
7-3-2014 26,84 5,25 25,94 123,905 4,945 48,04 81,33 83,32 1,21685 0,719698 0,821186 
6-3-2014 26,925 5,275 25,925 124,805 4,995 47,335 81,2 84,05 1,21605 0,720773 0,821186 
5-3-2014 26,565 5,21 25,935 124,705 5,04 46,96 80,89 83,17 1,21665 0,72167 0,820504 
4-3-2014 26,455 5,1 25,86 125,435 5,045 46,615 80,365 82,595 1,21648 0,72167 0,819624 
3-3-2014 26,205 4,925 25,85 123,375 5,055 46,1 79,405 81,68 1,21648 0,722787 0,81962 
28-2-2014 26,595 5,07 25,885 125,61 5,245 46,33 79,625 83,17 1,21473 0,722362 0,820078 
27-2-2014 26,375 5,03 25,865 124,97 5,26 45,845 78,93 82,4 1,21442 0,722528 0,820356 
26-2-2014 26,335 5,01 25,84 125,095 5,375 46,12 79,225 83,635 1,21464 0,723138 0,819913 
25-2-2014 26,205 5,085 25,835 126,93 5,44 46,105 79,34 83,975 1,21516 0,723537 0,819442 
24-2-2014 26,02 5,12 25,86 126,845 5,45 46,065 78,95 83,56 1,21671 0,723992 0,81913 
21-2-2014 25,77 5,115 25,84 126,465 5,515 45,77 78,405 82,81 1,21749 0,724415 0,819235 
20-2-2014 25,69 5,11 25,86 126,515 5,47 45,55 78,12 82,135 1,21587 0,72362 0,819679 
19-2-2014 25,715 5,04 25,87 126,84 5,375 45,865 77,72 82,12 1,21508 0,72362 0,820197 
18-2-2014 25,345 5,035 25,765 125,22 5,505 46,2 78,205 82,765 1,21448 0,723138 0,821196 
14-2-2014 25,26 5,005 25,725 123,32 5,53 46,045 78,94 82,715 1,21206 0,72372 0,822037 
13-2-2014 24,88 4,86 25,715 121,66 5,43 45,755 79,615 82,08 1,21006 0,72358 0,822626 
12-2-2014 24,815 4,825 25,69 122,8 5,615 46,03 81,415 81,335 1,20757 0,721876 0,822713 
11-2-2014 24,795 4,82 25,675 121,855 5,56 45,775 80,83 80,545 1,20728 0,720573 0,821833 
10-2-2014 24,885 4,825 25,75 120,615 5,6 45,42 80,44 80,435 1,21175 0,722453 0,820985 
7-2-2014 24,94 4,81 25,79 119,77 5,585 45,12 79,76 80,305 1,21274 0,72524 0,820384 
6-2-2014 24,665 4,65 25,755 118,56 5,635 44,53 79,525 79,35 1,21049 0,727299 0,819603 
5-2-2014 24,215 4,46 25,725 115,965 5,505 44,4 79,03 78,56 1,20929 0,729183 0,818513 
4-2-2014 24,36 4,455 25,755 116,125 5,47 44,525 78,725 78,195 1,20921 0,72889 0,81823 
3-2-2014 24,545 4,41 25,705 117,775 5,44 44,97 79,515 79,21 1,20772 0,726611 0,819261 
31-1-2014 24,675 4,475 25,665 119,245 5,4 45,47 80,36 78,955 1,20695 0,725711 0,820399 
30-1-2014 24,92 4,525 25,695 121,155 5,375 45,985 80,955 79,83 1,20823 0,725711 0,820677 
29-1-2014 24,81 4,46 25,655 126,405 5,25 45,85 80,985 79,23 1,2095 0,726688 0,820194 
